name,km,distance,highway,item
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Trinca
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,0.968521538863091,116,Drenagem
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
GH040179,574.0,8.620867115047,116,Buraco
